seed,bond,angle,torsion,nonbonded,gb_solvation,total
survivor_1789_basin_1818_candidate_429_gencluster_429_conf_194681_implicit_min,16.692745208740234,62.44343185424805,378.2938232421875,-549.2059412002563,-1500.7551879882812,-1592.5313791036606
survivor_178_basin_182_candidate_1413_gencluster_1413_conf_153977_implicit_min,16.48333168029785,60.48401641845703,367.75775146484375,-332.4479579925537,-1701.8889513015747,-1589.6124382019043
survivor_1790_basin_1819_candidate_2807_gencluster_899_conf_193567_implicit_min,17.590240478515625,67.49632263183594,353.79876708984375,-589.9705638885498,-1442.1233739852905,-1593.208368331194
survivor_1791_basin_1820_candidate_1878_gencluster_1878_conf_002389_implicit_min,16.705007553100586,58.63282012939453,353.68682861328125,-382.7193343639374,-1636.7806236743927,-1590.4751932919025
survivor_1792_basin_1821_nma_bh_candidate_2739_gencluster_819_conf_086560_implicit_min_hop_001_mode01_p1.35A_implicit_min,19.85165023803711,84.9417495727539,349.0965576171875,-761.1322822570801,-1319.1033554077148,-1626.345531284809
survivor_1793_basin_1822_nma_bh_candidate_2989_gencluster_1124_conf_159390_implicit_min_hop_003_mode02_m0.75A_implicit_min,20.053333282470703,80.81477355957031,364.3921203613281,-416.4302968978882,-1627.6906414031982,-1578.8605235815048
survivor_1794_basin_1823_candidate_1536_gencluster_1536_conf_155277_implicit_min,20.37987518310547,79.68059539794922,390.52630615234375,-487.99847316741943,-1597.2888193130493,-1594.7009863853455
survivor_1795_basin_1824_candidate_2273_gencluster_193_conf_095557_implicit_min,17.089704513549805,65.13614654541016,363.788818359375,-447.3876314163208,-1594.8492131233215,-1596.222017467022
survivor_1796_basin_1825_candidate_2841_gencluster_938_conf_100791_implicit_min,18.068830490112305,70.9791488647461,372.7670593261719,-438.1291084289551,-1632.6902256011963,-1609.0037809312344
survivor_1797_basin_1826_explore_r02_hit_0030_conf_042665_implicit_min,18.881938934326172,73.53871154785156,360.6404113769531,-441.64109802246094,-1625.6199131011963,-1614.1990175247192
survivor_1798_basin_1827_nma_bh_candidate_659_gencluster_659_conf_039862_implicit_min_hop_000_mode01_m0.75A_implicit_min,19.48678207397461,73.19071197509766,372.04058837890625,-279.3704671859741,-1761.991442680359,-1576.6436991095543
survivor_1799_basin_1828_nma_bh_candidate_1888_gencluster_1888_conf_021802_implicit_min_hop_001_mode01_p0.75A_implicit_min,18.739355087280273,71.50685119628906,356.7689208984375,-403.0695495605469,-1617.5968260765076,-1573.6510777324438
survivor_179_basin_183_candidate_653_gencluster_653_conf_006090_implicit_min,18.46312713623047,76.83770751953125,363.6475524902344,-403.5953311920166,-1634.9490118026733,-1579.5950844287872
survivor_1800_basin_1829_nma_bh_candidate_1908_gencluster_1908_conf_138911_implicit_min_hop_003_mode02_m0.75A_implicit_min,18.271217346191406,71.71275329589844,376.62225341796875,-236.3938503265381,-1792.9389734268188,-1562.7267106324434
survivor_1801_basin_1830_nma_bh_candidate_1191_gencluster_1191_conf_097898_implicit_min_hop_002_mode01_p1.35A_implicit_min,18.878021240234375,83.92354583740234,360.4190368652344,-724.343542098999,-1356.0275468826294,-1617.1506515741348
survivor_1802_basin_1831_nma_bh_candidate_2420_gencluster_382_conf_082252_implicit_min_hop_002_mode01_p1.35A_implicit_min,21.298587799072266,91.53108978271484,367.89508056640625,-595.2302703857422,-1477.6424813270569,-1592.1480412483215
survivor_1803_basin_1832_candidate_1039_gencluster_1039_conf_166483_implicit_min,17.491073608398438,71.21333312988281,373.71160888671875,-493.84185314178467,-1572.1316328048706,-1603.55748462677
survivor_1804_basin_1833_candidate_2172_gencluster_072_conf_167491_implicit_min,16.763246536254883,60.51657485961914,376.3755187988281,-422.97625732421875,-1607.4479398727417,-1576.7687004804611
survivor_1805_basin_1834_explore_r01_hit_0080_conf_043732_implicit_min,20.437585830688477,80.23311614990234,367.2734680175781,-191.59855556488037,-1833.573229789734,-1557.228115439415
survivor_1806_basin_1835_candidate_293_gencluster_293_conf_007072_implicit_min,17.486696243286133,57.28215408325195,378.8772888183594,-394.92804479599,-1641.383864402771,-1582.6660300791264
survivor_1807_basin_1836_candidate_1386_gencluster_1386_conf_023472_implicit_min,17.892738342285156,62.77009582519531,388.431640625,-604.7616367340088,-1465.52197265625,-1601.1896090507507
survivor_1808_basin_1837_candidate_1826_gencluster_1826_conf_010442_implicit_min,18.677379608154297,71.33513641357422,378.70367431640625,-435.2257089614868,-1629.2381873130798,-1595.747166633606
survivor_1809_basin_1838_nma_bh_candidate_1168_gencluster_1168_conf_154905_implicit_min_hop_003_mode01_m1.35A_implicit_min,18.25825309753418,75.75926208496094,375.5474853515625,-593.0410594940186,-1468.4261002540588,-1591.9020767211914
survivor_180_basin_184_candidate_937_gencluster_937_conf_132835_implicit_min,18.295330047607422,72.51677703857422,355.4782409667969,-332.51652908325195,-1724.8305435180664,-1611.05717420578
survivor_1810_basin_1839_candidate_1723_gencluster_1723_conf_010431_implicit_min,15.169766426086426,61.437042236328125,379.7798156738281,-425.14358949661255,-1592.9389266967773,-1561.6965200603008
survivor_1811_basin_1840_candidate_1108_gencluster_1108_conf_088150_implicit_min,16.52561378479004,63.78681945800781,353.16339111328125,-304.9497699737549,-1729.4203605651855,-1600.8946322649717
survivor_1812_basin_1841_candidate_1457_gencluster_1457_conf_056726_implicit_min,16.674787521362305,59.41864776611328,359.4525146484375,-441.89412212371826,-1589.0435104370117,-1595.391820281744
survivor_1813_basin_1842_candidate_2597_gencluster_624_conf_053659_implicit_min,17.35041618347168,75.6163101196289,366.8069152832031,-554.8078570365906,-1520.0275275707245,-1615.0621518194675
survivor_1814_basin_1843_candidate_524_gencluster_524_conf_030073_implicit_min,21.016098022460938,75.40904235839844,357.77825927734375,-636.7446994781494,-1428.7335300445557,-1611.274821281433
survivor_1815_basin_1844_nma_bh_candidate_369_gencluster_369_conf_030202_implicit_min_hop_002_mode02_m1.35A_implicit_min,17.975723266601562,67.77487182617188,397.7216491699219,-385.17512702941895,-1658.6824283599854,-1560.385006904602
survivor_1816_basin_1845_nma_bh_candidate_1114_gencluster_1114_conf_035202_implicit_min_hop_001_mode01_m0.75A_implicit_min,18.34379005432129,74.4633560180664,376.4168701171875,-707.5519218444824,-1402.4772510528564,-1640.805180490017
survivor_1817_basin_1846_nma_bh_candidate_2879_gencluster_988_conf_169931_implicit_min_hop_003_mode01_p0.75A_implicit_min,19.034650802612305,81.51201629638672,374.4429931640625,-498.6717052459717,-1584.7358179092407,-1608.4176544845104
survivor_1818_basin_1847_explore_r04_hit_0035_conf_034309_implicit_min,17.785736083984375,69.86819458007812,362.0753173828125,-261.16991329193115,-1773.798334121704,-1585.2386776208878
survivor_1819_basin_1848_nma_bh_candidate_388_gencluster_388_conf_015681_implicit_min_hop_003_mode01_m1.35A_implicit_min,17.874927520751953,63.851600646972656,358.9609069824219,-426.01616621017456,-1571.8485598564148,-1557.1773578077555
survivor_181_basin_185_candidate_102_gencluster_102_conf_007271_implicit_min,19.606048583984375,75.48492431640625,354.7685241699219,-392.1580195426941,-1653.3241000175476,-1595.6223566532135
survivor_1820_basin_1849_nma_bh_candidate_1154_gencluster_1154_conf_003210_implicit_min_hop_001_mode01_m0.75A_implicit_min,15.62122917175293,63.7378044128418,367.63995361328125,-523.613356590271,-1521.2673454284668,-1597.8819978237152
survivor_1821_basin_1850_candidate_526_gencluster_526_conf_023840_implicit_min,17.702842712402344,77.34799194335938,385.98779296875,-511.65653800964355,-1564.2126350402832,-1594.8300706148148
survivor_1822_basin_1851_nma_bh_candidate_1114_gencluster_1114_conf_035202_implicit_min_hop_002_mode02_p0.75A_implicit_min,16.82508659362793,70.45336151123047,358.57623291015625,-553.1771745681763,-1531.2067670822144,-1638.5295049250126
survivor_1823_basin_1852_nma_bh_candidate_484_gencluster_484_conf_150688_implicit_min_hop_003_mode02_p1.35A_implicit_min,20.248397827148438,91.27986145019531,371.0018310546875,-513.8974313735962,-1569.2125234603882,-1600.5797127485275
survivor_1824_basin_1853_candidate_1668_gencluster_1668_conf_043193_implicit_min,20.49460220336914,76.59175109863281,371.3177490234375,-450.99219131469727,-1583.8131747245789,-1566.4016802608967
survivor_1825_basin_1854_candidate_2398_gencluster_355_conf_085326_implicit_min,19.974071502685547,81.18866729736328,360.7882385253906,-512.6318197250366,-1559.7288732528687,-1610.4100337028503
survivor_1826_basin_1855_nma_bh_candidate_2517_gencluster_509_conf_118702_implicit_min_hop_001_mode02_m0.75A_implicit_min,22.413536071777344,94.25248718261719,360.1615905761719,-682.7053208351135,-1377.5098176002502,-1583.3872885107994
survivor_1827_basin_1856_candidate_1024_gencluster_1024_conf_011514_implicit_min,14.578863143920898,53.4224853515625,368.9798278808594,-286.0086064338684,-1733.289662361145,-1582.3169960677624
survivor_1828_basin_1857_candidate_1789_gencluster_1789_conf_038196_implicit_min,18.617420196533203,73.73225402832031,369.43243408203125,-465.99660778045654,-1582.7134656906128,-1586.928559064865
survivor_1829_basin_1858_explore_r04_hit_0021_conf_012455_implicit_min,18.418062210083008,64.44659423828125,344.781982421875,-250.9997239112854,-1764.8990449905396,-1588.2525462806225
survivor_182_basin_186_candidate_2501_gencluster_486_conf_164314_implicit_min,17.23883628845215,69.93586730957031,368.4985656738281,-425.87141513824463,-1636.6651239395142,-1606.862856939435
survivor_1830_basin_1859_nma_bh_candidate_706_gencluster_706_conf_010197_implicit_min_hop_000_mode01_p1.35A_implicit_min,20.761966705322266,76.97882080078125,373.5726318359375,-617.4854774475098,-1468.338604927063,-1614.5107652246952
survivor_1831_basin_1860_nma_bh_candidate_631_gencluster_631_conf_003162_implicit_min_hop_002_mode02_p0.75A_implicit_min,20.370983123779297,80.42282104492188,375.56298828125,-446.86172103881836,-1613.509599685669,-1584.0146550238132
survivor_1832_basin_1861_nma_bh_candidate_1138_gencluster_1138_conf_004095_implicit_min_hop_001_mode02_m0.75A_implicit_min,21.608427047729492,78.41152954101562,337.6580505371094,-476.6641855239868,-1573.9310188293457,-1612.9170821905136
survivor_1833_basin_1862_candidate_1083_gencluster_1083_conf_141035_implicit_min,15.274127960205078,60.27800369262695,375.8144836425781,-555.9181060791016,-1479.3927450180054,-1583.944044828415
survivor_1834_basin_1863_candidate_2143_gencluster_038_conf_035706_implicit_min,20.17658233642578,78.24555969238281,366.2747802734375,-403.50659561157227,-1631.5750570297241,-1570.385015308857
survivor_1835_basin_1864_candidate_1760_gencluster_1760_conf_164817_implicit_min,16.0637264251709,58.163368225097656,364.77618408203125,-215.9267554283142,-1799.6866126060486,-1576.6101186871529
survivor_1836_basin_1865_nma_bh_candidate_2739_gencluster_819_conf_086560_implicit_min_hop_002_mode02_m1.35A_implicit_min,17.672765731811523,73.81857299804688,360.31097412109375,-451.6574172973633,-1599.7618227005005,-1599.6169605404139
survivor_1837_basin_1866_candidate_1222_gencluster_1222_conf_017605_implicit_min,20.284358978271484,81.23379516601562,352.4192810058594,-293.125563621521,-1762.8543701171875,-1602.0424382686615
survivor_1838_basin_1867_candidate_1554_gencluster_1554_conf_020388_implicit_min,17.964876174926758,67.46392822265625,360.5946044921875,-412.51078701019287,-1623.1494121551514,-1589.6368905305862
survivor_1839_basin_1868_nma_bh_candidate_2918_gencluster_1033_conf_098844_implicit_min_hop_000_mode02_m0.75A_implicit_min,18.733488082885742,80.23599243164062,367.3163146972656,-556.2886500358582,-1503.8023347854614,-1593.8043162822723
survivor_183_basin_187_nma_bh_candidate_2083_gencluster_2083_conf_036478_implicit_min_hop_001_mode01_p1.35A_implicit_min,18.94937515258789,75.71879577636719,361.76031494140625,-444.9122476577759,-1596.3415360450745,-1584.8254602104425
survivor_1840_basin_1869_candidate_2938_gencluster_1059_conf_055680_implicit_min,15.551194190979004,55.09294891357422,359.9739074707031,-364.61703634262085,-1655.4472937583923,-1589.4465840905905
survivor_1841_basin_1870_candidate_012_gencluster_012_conf_112812_implicit_min,16.024394989013672,61.66900634765625,356.82220458984375,-548.6563034057617,-1480.9636459350586,-1595.1040239334106
survivor_1842_basin_1871_candidate_900_gencluster_900_conf_028225_implicit_min,20.263011932373047,75.57572937011719,378.2624816894531,-239.03725481033325,-1791.965796470642,-1556.9021195322275
survivor_1843_basin_1872_candidate_1342_gencluster_1342_conf_005620_implicit_min,16.5438232421875,58.267555236816406,388.02581787109375,-522.5126051902771,-1527.733392715454,-1587.408403068781
survivor_1844_basin_1873_candidate_2867_gencluster_973_conf_126544_implicit_min,19.40027618408203,79.71895599365234,365.82965087890625,-695.9176254272461,-1411.7352962493896,-1642.7037601470947
survivor_1845_basin_1874_candidate_1847_gencluster_1847_conf_135034_implicit_min,15.431017875671387,57.95860290527344,368.259521484375,-399.6402850151062,-1628.7412552833557,-1586.7321591228247
survivor_1846_basin_1875_nma_bh_candidate_2457_gencluster_433_conf_149315_implicit_min_hop_002_mode01_m1.35A_implicit_min,17.553159713745117,75.14421844482422,366.67816162109375,-382.7991371154785,-1688.6152564287186,-1612.0381158590317
survivor_1847_basin_1876_candidate_2922_gencluster_1037_conf_037858_implicit_min,18.011320114135742,76.26261901855469,363.1841735839844,-472.4749765396118,-1581.0207495689392,-1596.0378450751305
survivor_1848_basin_1877_candidate_158_gencluster_158_conf_058217_implicit_min,18.07809829711914,67.94937896728516,384.53070068359375,-558.8767471313477,-1479.190167427063,-1567.5081641674042
survivor_1849_basin_1878_candidate_1445_gencluster_1445_conf_003705_implicit_min,19.248159408569336,67.73809814453125,373.56243896484375,-597.7615242004395,-1490.1345224380493,-1627.3473029136658
survivor_184_basin_188_candidate_1186_gencluster_1186_conf_076212_implicit_min,17.733644485473633,61.21702575683594,358.787841796875,-511.745756149292,-1532.1003551483154,-1606.108165025711
survivor_1850_basin_1879_candidate_2257_gencluster_176_conf_040722_implicit_min,18.86509132385254,79.82235717773438,363.96435546875,-545.6159687042236,-1515.5285549163818,-1598.4921835660934
survivor_1851_basin_1880_explore_r03_hit_0003_conf_021809_implicit_min,15.98371410369873,57.49447250366211,353.0648193359375,-329.1655035018921,-1682.653699874878,-1585.275706768036
survivor_1852_basin_1881_nma_bh_candidate_1908_gencluster_1908_conf_138911_implicit_min_hop_002_mode01_p1.35A_implicit_min,18.719322204589844,72.05422973632812,366.8788146972656,-379.80895042419434,-1657.8532581329346,-1580.009325325489
survivor_1853_basin_1882_nma_bh_candidate_2684_gencluster_753_conf_185631_implicit_min_hop_002_mode02_p0.75A_implicit_min,21.990690231323242,89.70057678222656,357.3287048339844,-549.9452567100525,-1526.2047243118286,-1607.129771336913
survivor_1854_basin_1883_nma_bh_candidate_1714_gencluster_1714_conf_011260_implicit_min_hop_002_mode01_p1.35A_implicit_min,17.962799072265625,65.7551040649414,387.1541442871094,-701.9012222290039,-1370.7017374038696,-1601.7309761047363
survivor_1855_basin_1884_candidate_2209_gencluster_119_conf_083594_implicit_min,18.00440788269043,70.77670288085938,365.1147766113281,-466.2870759963989,-1575.76833152771,-1588.1590614318848
survivor_1856_basin_1885_nma_bh_candidate_1920_gencluster_1920_conf_068917_implicit_min_hop_001_mode02_p1.35A_implicit_min,19.324600219726562,80.70433044433594,359.02294921875,-580.4986410140991,-1471.028964996338,-1592.475739955902
survivor_1857_basin_1886_nma_bh_candidate_2437_gencluster_400_conf_053256_implicit_min_hop_002_mode01_p1.35A_implicit_min,17.408843994140625,66.27301788330078,353.81549072265625,-447.72851371765137,-1588.9282474517822,-1599.159647345543
survivor_1858_basin_1887_nma_bh_candidate_720_gencluster_720_conf_069593_implicit_min_hop_000_mode02_m1.35A_implicit_min,18.2745361328125,59.80432891845703,396.86724853515625,-402.4883728027344,-1634.95521068573,-1562.4974174797535
survivor_1859_basin_1888_candidate_2719_gencluster_794_conf_081454_implicit_min,18.515281677246094,67.47415161132812,364.37615966796875,-414.94746494293213,-1616.2886409759521,-1580.8705179691315
survivor_185_basin_189_nma_bh_candidate_1992_gencluster_1992_conf_005930_implicit_min_hop_002_mode01_m0.75A_implicit_min,19.878555297851562,87.15402221679688,377.1246643066406,-569.4275918006897,-1505.717812538147,-1590.9887548834085
survivor_1860_basin_1889_nma_bh_candidate_2663_gencluster_717_conf_014249_implicit_min_hop_000_mode02_m1.35A_implicit_min,18.26160430908203,79.652587890625,374.430908203125,-379.81162691116333,-1697.367618560791,-1604.8345761299133
survivor_1861_basin_1890_candidate_2381_gencluster_328_conf_096708_implicit_min,15.411901473999023,60.13863754272461,368.9350891113281,-390.629647731781,-1641.432288646698,-1587.5766413211823
survivor_1862_basin_1891_candidate_2591_gencluster_618_conf_024521_implicit_min,17.322887420654297,65.37806701660156,359.3248291015625,-337.24123191833496,-1681.9035711288452,-1577.1178023219109
survivor_1863_basin_1892_candidate_1392_gencluster_1392_conf_005068_implicit_min,19.397302627563477,80.24069213867188,361.96746826171875,-332.846556186676,-1715.4805302619934,-1586.7218898236752
survivor_1864_basin_1893_candidate_2201_gencluster_109_conf_100050_implicit_min,21.434602737426758,85.28388214111328,378.63323974609375,-502.5985040664673,-1578.3469576835632,-1595.5935868769884
survivor_1865_basin_1894_nma_bh_candidate_2136_gencluster_029_conf_073146_implicit_min_hop_002_mode01_p1.35A_implicit_min,17.041748046875,72.67046356201172,378.95343017578125,-512.0973215103149,-1551.9172620773315,-1595.3489323556423
survivor_1866_basin_1895_candidate_1853_gencluster_1853_conf_062467_implicit_min,18.635725021362305,78.69020080566406,371.4488220214844,-683.6173620223999,-1405.462646484375,-1620.3053731918335
survivor_1867_basin_1896_nma_bh_candidate_109_gencluster_109_conf_041191_implicit_min_hop_002_mode02_m1.35A_implicit_min,19.6503849029541,80.62313842773438,363.65277099609375,-547.1795091629028,-1521.7916412353516,-1605.045015156269
survivor_1868_basin_1897_nma_bh_candidate_781_gencluster_781_conf_154971_implicit_min_hop_002_mode02_m1.35A_implicit_min,18.495410919189453,64.8508071899414,374.88446044921875,-365.9154586791992,-1677.121934890747,-1584.8065202236176
survivor_1869_basin_1898_candidate_2806_gencluster_898_conf_188260_implicit_min,19.880664825439453,89.59513092041016,371.4030456542969,-586.8105506896973,-1513.2203121185303,-1619.1526069641113
survivor_186_basin_190_nma_bh_candidate_2293_gencluster_217_conf_180539_implicit_min_hop_000_mode02_p1.35A_implicit_min,16.0836124420166,50.5296630859375,375.24560546875,-434.26066875457764,-1600.5784707069397,-1592.9797080904245
survivor_1870_basin_1899_candidate_258_gencluster_258_conf_176855_implicit_min,18.981111526489258,77.75863647460938,368.53472900390625,-579.7064008712769,-1483.0485038757324,-1597.4802450239658
survivor_1871_basin_1900_candidate_2808_gencluster_900_conf_137777_implicit_min,18.858219146728516,70.8733901977539,353.263916015625,-564.8080625534058,-1476.5659956932068,-1598.3785592317581
survivor_1872_basin_1901_explore_r03_hit_0047_conf_021891_implicit_min,19.684816360473633,79.75198364257812,372.91845703125,-490.150390625,-1592.399206161499,-1610.1943578720093
survivor_1873_basin_1902_candidate_136_gencluster_136_conf_010209_implicit_min,15.504936218261719,61.63386154174805,370.64410400390625,-215.86170768737793,-1811.186707496643,-1579.2657699286938
survivor_1874_basin_1903_nma_bh_candidate_1114_gencluster_1114_conf_035202_implicit_min_hop_001_mode01_p0.75A_implicit_min,19.210811614990234,80.69634246826172,412.1732177734375,-679.5420322418213,-1427.0050163269043,-1594.4663750231266
survivor_1875_basin_1904_explore_r03_hit_0023_conf_019060_implicit_min,18.833871841430664,75.21350860595703,402.6707763671875,-787.1624660491943,-1286.4087867736816,-1576.8533409237862
survivor_1876_basin_1905_candidate_450_gencluster_450_conf_045125_implicit_min,16.054019927978516,56.36473083496094,368.3487548828125,-441.2268714904785,-1576.72616481781,-1577.1866628527641
survivor_1877_basin_1906_nma_bh_candidate_1908_gencluster_1908_conf_138911_implicit_min_hop_003_mode02_m1.35A_implicit_min,17.919544219970703,71.49212646484375,376.4759826660156,-220.43253135681152,-1807.787724018097,-1562.333339318633
survivor_1878_basin_1907_nma_bh_candidate_2577_gencluster_598_conf_071976_implicit_min_hop_003_mode01_m0.75A_implicit_min,16.19021224975586,63.95580291748047,390.32183837890625,-437.41497802734375,-1631.265287399292,-1598.2120741605759
survivor_1879_basin_1908_candidate_1142_gencluster_1142_conf_002750_implicit_min,17.26049041748047,64.49665832519531,362.8121337890625,-263.8558568954468,-1779.3115239143372,-1598.598115503788
survivor_187_basin_191_nma_bh_candidate_2663_gencluster_717_conf_014249_implicit_min_hop_003_mode01_p0.75A_implicit_min,18.868009567260742,77.02538299560547,365.56561279296875,-340.9417471885681,-1729.288978099823,-1608.7718296051025
survivor_1880_basin_1909_candidate_2877_gencluster_986_conf_145645_implicit_min,20.558467864990234,87.25794982910156,352.88336181640625,-469.82526206970215,-1558.6930541992188,-1567.8184592723846
survivor_1881_basin_1910_candidate_1028_gencluster_1028_conf_063210_implicit_min,18.24497413635254,71.05984497070312,376.12152099609375,-445.1675853729248,-1602.1858282089233,-1581.9261184930801
survivor_1882_basin_1911_candidate_2338_gencluster_275_conf_100749_implicit_min,19.46514129638672,72.84255981445312,373.7643737792969,-520.9867553710938,-1523.1550464630127,-1578.070698261261
survivor_1883_basin_1912_nma_bh_candidate_583_gencluster_583_conf_027260_implicit_min_hop_001_mode02_p0.75A_implicit_min,20.349708557128906,74.87882995605469,372.29632568359375,-531.462963104248,-1512.2982215881348,-1576.236049413681
survivor_1884_basin_1913_nma_bh_candidate_2548_gencluster_554_conf_187437_implicit_min_hop_002_mode02_p1.35A_implicit_min,17.448566436767578,65.78944396972656,355.55438232421875,-436.64828968048096,-1578.502191543579,-1576.3587743639946
survivor_1885_basin_1914_nma_bh_candidate_2390_gencluster_342_conf_095022_implicit_min_hop_002_mode01_m1.35A_implicit_min,20.87234878540039,84.09334564208984,366.643310546875,-509.4879627227783,-1559.0026922225952,-1596.8811438679695
survivor_1886_basin_1915_candidate_2717_gencluster_792_conf_154276_implicit_min,22.785030364990234,82.9609375,358.41168212890625,-476.16065406799316,-1576.006625175476,-1588.0094872117043
survivor_1887_basin_1916_candidate_1444_gencluster_1444_conf_061386_implicit_min,16.09908103942871,60.43701934814453,380.2515869140625,-573.9432239532471,-1464.2997779846191,-1581.4553117752075
survivor_1888_basin_1917_candidate_1339_gencluster_1339_conf_088413_implicit_min,19.74260902404785,81.36611938476562,362.66973876953125,-477.21152544021606,-1609.3352618217468,-1622.7683067321777
survivor_1889_basin_1918_nma_bh_candidate_768_gencluster_768_conf_013652_implicit_min_hop_000_mode02_p1.35A_implicit_min,18.17950439453125,81.50863647460938,354.2872314453125,-752.0295219421387,-1360.9741201400757,-1659.0280534625053
survivor_188_basin_192_explore_r04_hit_0064_conf_046996_implicit_min,18.495899200439453,71.30072784423828,354.95819091796875,-648.5494956970215,-1433.1022806167603,-1636.8974649906158
survivor_1890_basin_1919_candidate_1786_gencluster_1786_conf_010385_implicit_min,16.427526473999023,61.117401123046875,394.462646484375,-532.7892003059387,-1492.3052263259888,-1553.0864322930574
survivor_1891_basin_1920_nma_bh_candidate_231_gencluster_231_conf_058839_implicit_min_hop_003_mode01_p0.75A_implicit_min,18.95372200012207,68.31893920898438,362.0663146972656,-424.65039253234863,-1595.2123222351074,-1570.5232474505901
survivor_1892_basin_1921_explore_r05_hit_0017_conf_006679_implicit_min,18.490808486938477,72.02351379394531,368.7918701171875,-757.9692935943604,-1325.2921895980835,-1623.955603837967
survivor_1893_basin_1922_nma_bh_candidate_1647_gencluster_1647_conf_134687_implicit_min_hop_003_mode01_p0.75A_implicit_min,17.35293197631836,67.52850341796875,395.0726318359375,-616.1622657775879,-1457.989089012146,-1594.198574066162
survivor_1894_basin_1923_candidate_932_gencluster_932_conf_143997_implicit_min,18.641021728515625,72.1070556640625,383.68682861328125,-574.5560522079468,-1485.3882360458374,-1585.509913444519
survivor_1895_basin_1924_candidate_2919_gencluster_1034_conf_068335_implicit_min,18.16168785095215,66.69987487792969,360.6192626953125,-840.8390655517578,-1233.0537929534912,-1628.4125716090202
survivor_1896_basin_1925_candidate_1121_gencluster_1121_conf_001033_implicit_min,19.944971084594727,83.76162719726562,365.28125,-583.3367247581482,-1471.790057182312,-1586.1386384516954
survivor_1897_basin_1927_explore_r02_hit_0014_conf_015434_implicit_min,20.064558029174805,69.94242858886719,350.45526123046875,-634.6812210083008,-1425.307059288025,-1619.5255680084229
survivor_1898_basin_1928_candidate_2002_gencluster_2002_conf_132048_implicit_min,16.759965896606445,58.2324333190918,352.44989013671875,-333.37574434280396,-1692.8830995559692,-1598.8164106160402
survivor_1899_basin_1929_nma_bh_candidate_2577_gencluster_598_conf_071976_implicit_min_hop_003_mode01_m1.35A_implicit_min,15.741556167602539,63.232032775878906,390.84429931640625,-426.82602882385254,-1642.9405670166016,-1599.9480724334717
survivor_189_basin_193_candidate_377_gencluster_377_conf_029053_implicit_min,21.223262786865234,78.53740692138672,348.470947265625,-699.1460227966309,-1340.9127807617188,-1591.828351855278
survivor_1900_basin_1930_candidate_1065_gencluster_1065_conf_007251_implicit_min,18.434560775756836,66.38352966308594,355.26788330078125,-432.93274879455566,-1634.873797416687,-1627.7208474874496
survivor_1901_basin_1931_candidate_007_gencluster_007_conf_028531_implicit_min,17.37397575378418,60.488555908203125,382.783935546875,-379.6504030227661,-1647.6470909118652,-1566.6504333168268
survivor_1902_basin_1932_candidate_1354_gencluster_1354_conf_125315_implicit_min,18.045185089111328,60.967247009277344,383.202392578125,-552.4170475006104,-1490.3156070709229,-1580.5187588632107
survivor_1903_basin_1933_candidate_554_gencluster_554_conf_127331_implicit_min,18.08135223388672,61.30010986328125,360.5503234863281,-474.79545402526855,-1555.434302330017,-1590.2987112402916
survivor_1904_basin_1934_nma_bh_candidate_1714_gencluster_1714_conf_011260_implicit_min_hop_001_mode01_p0.75A_implicit_min,18.962221145629883,75.27195739746094,368.7603759765625,-454.92112827301025,-1632.5593919754028,-1624.4858854413033
survivor_1905_basin_1935_candidate_1598_gencluster_1598_conf_068225_implicit_min,15.734527587890625,52.38133239746094,394.8599853515625,-522.9488687515259,-1554.2542686462402,-1614.2269525527954
survivor_1906_basin_1936_nma_bh_candidate_2792_gencluster_884_conf_057741_implicit_min_hop_000_mode01_p0.75A_implicit_min,18.549976348876953,71.51435852050781,383.6729736328125,-557.210412979126,-1528.0719776153564,-1611.5448548793793
survivor_1907_basin_1937_candidate_1894_gencluster_1894_conf_005292_implicit_min,16.50173568725586,60.78938293457031,383.5615539550781,-336.7619285583496,-1690.8563089370728,-1566.766310930252
survivor_1908_basin_1938_explore_r03_hit_0018_conf_038029_implicit_min,17.16465187072754,62.825687408447266,363.744384765625,-654.8947734832764,-1402.1839847564697,-1613.3439874649048
survivor_1909_basin_1939_candidate_1181_gencluster_1181_conf_085879_implicit_min,18.359146118164062,71.08375549316406,375.67620849609375,-628.6028366088867,-1440.2199244499207,-1603.7036428451538
survivor_190_basin_194_candidate_1147_gencluster_1147_conf_020654_implicit_min,22.432621002197266,102.32986450195312,356.1856384277344,-333.00622749328613,-1688.6027221679688,-1540.660411387682
survivor_1910_basin_1940_candidate_1843_gencluster_1843_conf_177339_implicit_min,16.14260482788086,61.64440155029297,345.7521057128906,-286.20156955718994,-1727.111750125885,-1589.7739955186844
survivor_1911_basin_1941_candidate_1890_gencluster_1890_conf_005281_implicit_min,19.33681297302246,70.11587524414062,364.2230529785156,-511.6742935180664,-1575.8347778320312,-1633.8328983783722
survivor_1912_basin_1942_candidate_348_gencluster_348_conf_165773_implicit_min,16.91777801513672,60.045509338378906,366.2237243652344,-487.3903465270996,-1560.0874662399292,-1604.291097164154
survivor_1913_basin_1943_nma_bh_candidate_1391_gencluster_1391_conf_031128_implicit_min_hop_000_mode01_m1.35A_implicit_min,19.517417907714844,81.46467590332031,361.84259033203125,-522.2273817062378,-1584.7147970199585,-1644.117750287056
