method,pca1_bin,pca2_bin,pca1_A,pca2_A,probability,pmf_kcal_mol,counts
umbrella_only,8,21,-6.980746094385783,3.457765579223633,0.0015892215053726793,0.8413942146225324,280
umbrella_only,8,22,-6.980746094385783,4.040916442871094,0.0019964808259334828,0.7053849275931894,248
umbrella_only,8,23,-6.980746094385783,4.624067306518555,0.0011618940466037533,1.0281076372165772,257
umbrella_only,8,24,-6.980746094385783,5.207218170166016,0.0007886724780354019,1.259093678752174,173
umbrella_only,8,25,-6.980746094385783,5.790369033813477,0.0003177551140400161,1.8010460828900503,92
umbrella_only,8,26,-6.980746094385783,6.3735198974609375,0.00043264089233303275,1.6170545975137371,45
umbrella_only,8,27,-6.980746094385783,6.956670761108398,9.3347648898512e-05,2.531314031056581,21
umbrella_only,8,28,-6.980746094385783,7.539821624755859,0.0,,0
umbrella_only,8,29,-6.980746094385783,8.12297248840332,0.0,,0
umbrella_only,9,0,-6.045169242223103,-8.788402557373047,0.0,,0
umbrella_only,9,1,-6.045169242223103,-8.205251693725586,0.0,,0
umbrella_only,9,2,-6.045169242223103,-7.622100830078125,0.0,,0
umbrella_only,9,3,-6.045169242223103,-7.038949966430664,0.0,,0
umbrella_only,9,4,-6.045169242223103,-6.455799102783203,5.097823419416539e-06,4.264663089738395,1
umbrella_only,9,5,-6.045169242223103,-5.872648239135742,9.076873406641769e-05,2.548015963769687,6
umbrella_only,9,6,-6.045169242223103,-5.289497375488281,0.000549217521262891,1.474818540600435,22
umbrella_only,9,7,-6.045169242223103,-4.70634651184082,0.0007929418190587508,1.2558751671522388,53
umbrella_only,9,8,-6.045169242223103,-4.123195648193359,0.001975410369023074,0.711710130238643,143
umbrella_only,9,9,-6.045169242223103,-3.5400447845458984,0.002467579420857595,0.5790871862452445,189
umbrella_only,9,10,-6.045169242223103,-2.9568939208984375,0.002348315115346822,0.6086207654080393,241
umbrella_only,9,11,-6.045169242223103,-2.3737430572509766,0.003500739154069175,0.37058785471179645,290
umbrella_only,9,12,-6.045169242223103,-1.7905921936035156,0.003772276417240653,0.32605191837502456,320
umbrella_only,9,13,-6.045169242223103,-1.2074413299560547,0.0049129376350225,0.16855003407789715,359
umbrella_only,9,14,-6.045169242223103,-0.6242904663085938,0.0041208835823932635,0.2733578438429869,390
umbrella_only,9,15,-6.045169242223103,-0.04113960266113281,0.0043072510476902075,0.2469882649946582,379
umbrella_only,9,16,-6.045169242223103,0.5420112609863281,0.0038395753001095826,0.3155099280847167,325
umbrella_only,9,17,-6.045169242223103,1.125162124633789,0.003536957052019732,0.36445178452715865,323
umbrella_only,9,18,-6.045169242223103,1.70831298828125,0.0031914446575336563,0.42573304002506873,313
umbrella_only,9,19,-6.045169242223103,2.291463851928711,0.0029767916556683828,0.46724231306910147,334
umbrella_only,9,20,-6.045169242223103,2.874614715576172,0.0018804410218524513,0.741082890942987,353
umbrella_only,9,21,-6.045169242223103,3.457765579223633,0.001967417132523942,0.7141273116191571,330
umbrella_only,9,22,-6.045169242223103,4.040916442871094,0.0013526613929345482,0.9374776607392801,264
umbrella_only,9,23,-6.045169242223103,4.624067306518555,0.0011192078514054903,1.0504221403215035,213
