variant,metric,checkpoint_index,n_epochs,frac_total,bin,x,F_kcal_mol,P,count
epoch,cv_distance,4,4,0.11002596894895565,14,0.4872603653309246,0.0031618827159449747,0.06720743136669505,22200
epoch,cv_distance,4,4,0.11002596894895565,15,0.5194143509181837,0.0,0.0675648288506257,21630
epoch,cv_distance,4,4,0.11002596894895565,16,0.5515683365054429,0.10529946877256124,0.05662544254867838,19177
epoch,cv_distance,4,4,0.11002596894895565,17,0.5837223220927019,0.2788525032823794,0.042323428966279546,17201
epoch,cv_distance,4,4,0.11002596894895565,18,0.6158763076799612,0.36407219330811147,0.03668593479312952,17459
epoch,cv_distance,4,4,0.11002596894895565,19,0.6480302932672202,0.2980693175820863,0.04098091844404927,18441
epoch,cv_distance,4,4,0.11002596894895565,20,0.6801842788544794,0.15796362685286702,0.051837800490336275,20458
epoch,cv_distance,4,4,0.11002596894895565,21,0.7123382644417384,0.06934455802397688,0.06014564939721815,21980
epoch,cv_distance,4,4,0.11002596894895565,22,0.7444922500289977,0.05572516776238867,0.061535500651029126,22225
epoch,cv_distance,4,4,0.11002596894895565,23,0.7766462356162568,0.12645720260382687,0.054651051189257636,20782
epoch,cv_distance,4,4,0.11002596894895565,24,0.8088002212035159,0.36246489027060536,0.03678497674048762,17541
epoch,cv_distance,4,4,0.11002596894895565,25,0.8409542067907751,0.5643173656881171,0.026219475981621065,16389
epoch,cv_distance,4,4,0.11002596894895565,26,0.8731081923780342,0.38018987409954463,0.035707389664261104,20519
epoch,cv_distance,4,4,0.11002596894895565,27,0.9052621779652934,0.21108238023647052,0.047418777877534464,12337
epoch,cv_distance,4,4,0.11002596894895565,28,0.9374161635525524,1.1823007923499387,0.009298918041565818,1660
epoch,cv_distance,4,4,0.11002596894895565,29,0.9695701491398117,4.546076022209139,3.2958921824644075e-05,48
epoch,cv_distance,5,5,0.24513780297107116,0,0.037104567109296716,2.2370023767072325,0.0012919764585409802,191
epoch,cv_distance,5,5,0.24513780297107116,1,0.06925855269655586,1.1740483661464833,0.0076842331649995405,4116
epoch,cv_distance,5,5,0.24513780297107116,2,0.101412538283815,0.6254447839699893,0.019286345998600515,24295
epoch,cv_distance,5,5,0.24513780297107116,3,0.13356652387107412,0.4739968004666304,0.02486437351405819,45807
epoch,cv_distance,5,5,0.24513780297107116,4,0.16572050945833325,0.42026569228970523,0.027209453652213025,50802
epoch,cv_distance,5,5,0.24513780297107116,5,0.1978744950455924,0.36864438927787546,0.029670520201484425,48960
epoch,cv_distance,5,5,0.24513780297107116,6,0.23002848063285153,0.3595936329216811,0.030124406539960673,46997
epoch,cv_distance,5,5,0.24513780297107116,7,0.26218246622011065,0.3403248146379356,0.031113978184724896,46003
epoch,cv_distance,5,5,0.24513780297107116,8,0.2943364518073698,0.3071501583088154,0.03289446131346633,43463
epoch,cv_distance,5,5,0.24513780297107116,9,0.3264904373946289,0.3251057726580955,0.03191849348478385,42092
epoch,cv_distance,5,5,0.24513780297107116,10,0.35864442298188803,0.31210166646361426,0.03262238282119354,41753
epoch,cv_distance,5,5,0.24513780297107116,11,0.39079840856914716,0.2813563621227111,0.03434892655897246,42085
epoch,cv_distance,5,5,0.24513780297107116,12,0.42295239415640634,0.19335750647817074,0.039812459326159705,43275
epoch,cv_distance,5,5,0.24513780297107116,13,0.45510637974366547,0.09947098476341054,0.046603004682926025,45047
epoch,cv_distance,5,5,0.24513780297107116,14,0.4872603653309246,0.0001377715740162877,0.055052451508098864,47999
epoch,cv_distance,5,5,0.24513780297107116,15,0.5194143509181837,0.03621318142457519,0.051819864389714664,46659
epoch,cv_distance,5,5,0.24513780297107116,16,0.5515683365054429,0.12676461203311606,0.04451751598149675,43241
epoch,cv_distance,5,5,0.24513780297107116,17,0.5837223220927019,0.2292253542008833,0.037487788490904145,41485
epoch,cv_distance,5,5,0.24513780297107116,18,0.6158763076799612,0.29322598288473234,0.03367179975995236,40254
